hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,0,2016,September,40,27,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,174.0,,0,Transient-Party,160.0,0,0,Check-Out,2016-09-28
City Hotel,1,76,2016,July,31,25,1,1,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,63.75,0,0,Canceled,2016-06-20
City Hotel,1,23,2015,October,41,7,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,90.0,0,0,Canceled,2015-09-18
City Hotel,1,267,2016,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,59,2016,February,6,6,2,2,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2016-02-10
City Hotel,0,120,2017,February,6,10,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,108.49,0,3,Check-Out,2017-02-15
City Hotel,1,151,2016,January,4,19,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,63,Transient-Party,80.0,0,0,Canceled,2015-12-14
City Hotel,1,341,2015,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,1,62,2017,April,14,6,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0,Canceled,2017-02-03
City Hotel,0,0,2016,January,4,23,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient,100.0,0,0,Check-Out,2016-01-24
City Hotel,0,62,2015,October,41,6,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,95.67,0,1,Check-Out,2015-10-09
City Hotel,0,1,2015,August,32,5,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,80.0,0,1,Check-Out,2015-08-08
City Hotel,0,39,2017,May,20,19,0,2,2,0.0,0,SC,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,130.6,0,1,Check-Out,2017-05-21
City Hotel,0,67,2016,April,15,3,2,4,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Check-Out,2016-04-09
City Hotel,0,4,2015,November,47,17,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-11-20
City Hotel,0,101,2016,July,32,31,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.7,0,0,Check-Out,2016-08-03
City Hotel,1,6,2015,October,43,18,1,0,1,0.0,0,BB,FRA,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,95.0,0,1,Canceled,2015-10-15
City Hotel,0,11,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,51.0,0,Transient-Party,90.0,0,0,Check-Out,2016-06-17
City Hotel,0,3,2015,October,43,19,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,139.0,0,0,Check-Out,2015-10-20
City Hotel,0,112,2017,July,31,30,2,5,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,225.0,0,2,Check-Out,2017-08-06
City Hotel,1,96,2016,April,18,28,0,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,180.3,0,0,Canceled,2016-01-23
City Hotel,1,52,2017,May,21,27,2,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,198.0,0,0,Canceled,2017-04-07
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,46,2016,November,46,12,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-16
City Hotel,0,41,2017,January,1,3,0,3,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,1,D,D,0,No Deposit,7.0,,0,Group,79.23,0,2,Check-Out,2017-01-06
City Hotel,0,86,2017,January,2,8,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,1,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2017-01-09
City Hotel,0,55,2017,July,30,28,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,3,Check-Out,2017-07-30
City Hotel,0,191,2017,April,14,6,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,88.4,0,0,Check-Out,2017-04-11
City Hotel,1,39,2017,March,10,6,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,112.0,0,0,Canceled,2017-01-27
City Hotel,0,45,2017,August,31,2,2,6,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2017-08-10
City Hotel,0,117,2017,April,15,13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,144.0,0,3,Check-Out,2017-04-17
City Hotel,0,134,2016,November,47,13,2,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,2,Check-Out,2016-11-17
City Hotel,0,17,2016,July,30,23,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,3,No Deposit,9.0,,0,Transient-Party,196.0,1,2,Check-Out,2016-07-24
City Hotel,1,13,2017,July,29,21,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Canceled,2017-07-16
City Hotel,0,97,2016,April,15,8,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0,1,Check-Out,2016-04-10
City Hotel,1,23,2015,September,39,26,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Contract,250.0,0,1,Canceled,2015-09-04
City Hotel,0,13,2015,September,39,20,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.78,0,1,Check-Out,2015-09-25
City Hotel,0,349,2016,October,41,4,1,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,162,Transient-Party,123.33,0,0,Check-Out,2016-10-10
City Hotel,0,95,2016,May,21,19,0,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,140.4,0,0,Check-Out,2016-05-22
City Hotel,0,71,2016,April,17,23,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.15,0,0,Check-Out,2016-04-28
City Hotel,0,15,2015,October,44,31,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2015-11-03
City Hotel,1,274,2017,June,24,14,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0,0,Canceled,2016-09-13
City Hotel,1,7,2017,August,35,28,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Canceled,2017-08-22
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-07-22
City Hotel,0,72,2015,September,37,11,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient-Party,98.0,0,0,Check-Out,2015-09-13
City Hotel,0,5,2016,August,35,27,2,1,2,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114.92,0,0,Check-Out,2016-08-30
City Hotel,1,351,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,1,447,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,245,2016,July,28,6,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0,Canceled,2016-02-23
City Hotel,0,44,2017,April,16,20,0,3,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,106.67,0,0,Check-Out,2017-04-23
City Hotel,0,1,2017,March,9,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,1,Check-Out,2017-03-05
City Hotel,1,18,2016,April,16,14,0,2,2,0.0,0,SC,LTU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,0,Canceled,2016-04-12
City Hotel,0,0,2017,March,13,29,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,98.0,0,1,Check-Out,2017-04-01
City Hotel,0,62,2016,April,18,25,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,109.68,0,1,Check-Out,2016-04-29
City Hotel,0,1,2017,January,1,7,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.99,0,0,Check-Out,2017-01-10
City Hotel,0,18,2017,June,24,11,1,0,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Check-Out,2017-06-12
City Hotel,1,22,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,1,2016,June,25,18,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,168.0,1,2,Check-Out,2016-06-19
City Hotel,1,121,2017,June,26,29,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,230.0,0,0,Canceled,2017-03-01
City Hotel,0,141,2016,September,39,23,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,5,No Deposit,9.0,,0,Transient,128.8,0,1,Check-Out,2016-09-25
City Hotel,0,137,2017,April,15,11,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,0,1,Check-Out,2017-04-14
City Hotel,0,468,2017,July,30,29,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-01
City Hotel,1,206,2016,September,39,19,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,,51.0,0,Transient-Party,106.0,0,0,Canceled,2016-08-29
City Hotel,0,166,2017,March,10,10,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,106.0,0,1,Check-Out,2017-03-13
City Hotel,1,278,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-06-29
City Hotel,1,166,2016,August,35,27,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,0,Canceled,2016-04-21
City Hotel,1,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,90.0,0,0,Canceled,2015-09-17
City Hotel,0,240,2016,October,44,27,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,90.95,0,2,Check-Out,2016-10-31
City Hotel,0,216,2016,August,35,27,2,1,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,128.7,0,2,Check-Out,2016-08-30
City Hotel,0,0,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,18,A,F,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2016-10-26
City Hotel,0,7,2016,May,19,5,0,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,112.0,0,0,Check-Out,2016-05-08
City Hotel,0,191,2017,July,29,22,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.1,0,0,Check-Out,2017-07-23
City Hotel,0,75,2016,May,22,22,2,2,3,0.0,0,BB,SGP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,7.0,,0,Transient,115.85,0,2,Check-Out,2016-05-26
City Hotel,1,20,2016,January,4,22,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,0,Canceled,2016-01-19
City Hotel,0,152,2017,July,27,6,0,1,3,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0,0,Check-Out,2017-07-07
City Hotel,0,38,2016,March,11,11,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.9,0,1,Check-Out,2016-03-18
City Hotel,1,246,2016,December,51,16,0,1,2,0.0,0,BB,SGP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,63.75,0,0,Canceled,2016-08-30
City Hotel,1,323,2016,May,22,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,0,2016,May,20,14,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,221.0,0,1,No-Show,2016-05-14
City Hotel,0,120,2016,July,30,18,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,0,Check-Out,2016-07-20
City Hotel,0,128,2017,June,22,2,1,2,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,0,Check-Out,2017-06-05
City Hotel,0,5,2016,May,23,30,1,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,91.0,0,Transient,95.0,0,0,Check-Out,2016-06-01
City Hotel,0,44,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,96.3,0,0,Check-Out,2016-06-20
City Hotel,0,50,2016,May,21,21,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,85.5,0,0,Check-Out,2016-05-23
City Hotel,1,304,2015,August,34,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,140,2017,April,17,28,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,130.0,0,1,Check-Out,2017-05-02
City Hotel,0,168,2017,August,31,1,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2017-08-06
City Hotel,0,97,2017,May,21,22,1,3,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,207.45,0,3,Check-Out,2017-05-26
City Hotel,1,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,11,2017,February,9,26,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,2,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-02-28
City Hotel,1,224,2016,October,44,29,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,1,Canceled,2016-10-02
City Hotel,1,40,2016,October,43,16,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Canceled,2016-09-12
City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,353,2015,October,41,5,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,0,2016,June,26,22,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,159.0,0,2,Canceled,2016-06-22
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06
City Hotel,0,151,2017,January,3,16,1,0,1,0.0,0,BB,SGP,Direct,Direct,0,0,1,A,A,4,No Deposit,14.0,,0,Group,67.15,0,0,Check-Out,2017-01-17
City Hotel,0,98,2015,November,48,23,1,3,1,0.0,0,BB,CZE,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-27
City Hotel,0,0,2016,May,19,4,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-06
City Hotel,1,39,2017,May,18,4,0,3,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,259.0,0,0,Canceled,2017-03-31
City Hotel,0,0,2015,July,31,27,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,27.0,,0,Transient,75.0,0,0,Check-Out,2015-07-30
City Hotel,0,47,2016,August,36,28,2,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,116.5,0,2,Check-Out,2016-09-02
City Hotel,0,129,2017,June,25,20,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Check-Out,2017-06-23
City Hotel,0,46,2017,February,9,27,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,77.76,0,0,Check-Out,2017-03-02
City Hotel,0,65,2017,January,2,12,0,2,1,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,366.0,0,Transient-Party,65.0,0,0,Check-Out,2017-01-14
City Hotel,0,6,2016,May,22,23,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Check-Out,2016-05-25
City Hotel,0,18,2016,February,10,28,2,1,1,0.0,0,HB,EGY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.0,0,1,Check-Out,2016-03-02
City Hotel,0,6,2017,August,32,7,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,2,Check-Out,2017-08-10
City Hotel,0,0,2017,January,4,25,0,3,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,98.0,0,0,Check-Out,2017-01-28
City Hotel,0,3,2015,September,39,24,2,4,0,0.0,0,SC,ITA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2015-09-30
City Hotel,0,8,2016,October,44,29,2,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,85.35,0,1,Check-Out,2016-11-01
City Hotel,0,342,2017,July,29,16,2,5,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,158.85,0,3,Check-Out,2017-07-23
City Hotel,1,25,2015,July,31,27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-22
City Hotel,0,5,2017,March,9,2,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,Check-Out,2017-03-07
City Hotel,0,0,2016,September,40,25,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Check-Out,2016-09-26
City Hotel,0,5,2016,December,50,8,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1,Check-Out,2016-12-10
City Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,110.0,0,0,Canceled,2015-06-30
City Hotel,0,47,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-12-08
City Hotel,1,261,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,120.0,0,0,Canceled,2015-07-08
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,TUR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,1,Check-Out,2016-05-19
City Hotel,0,115,2017,July,27,6,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2017-07-11
City Hotel,1,9,2017,February,6,11,2,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,66.64,0,0,Canceled,2017-02-02
City Hotel,1,30,2016,June,24,8,2,9,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.93,0,0,No-Show,2016-06-08
City Hotel,0,114,2016,September,39,23,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,135.9,0,2,Check-Out,2016-09-26
City Hotel,0,24,2017,July,28,13,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,145.0,0,1,Check-Out,2017-07-17
City Hotel,0,23,2015,September,38,17,0,2,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,104.5,0,0,Check-Out,2015-09-19
City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09
City Hotel,1,15,2015,December,49,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,10.0,,0,Transient,69.0,0,0,Canceled,2015-11-16
City Hotel,1,31,2016,June,27,26,2,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,192.6,0,0,Canceled,2016-05-28
City Hotel,1,87,2016,March,13,24,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.18,0,0,Canceled,2015-12-28
City Hotel,1,58,2017,May,18,1,1,3,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,D,D,3,No Deposit,14.0,,0,Transient,189.5,0,1,Canceled,2017-03-04
City Hotel,1,65,2015,September,36,5,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-07-25
City Hotel,0,83,2017,April,14,8,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,127.8,0,0,Check-Out,2017-04-11
City Hotel,0,1,2015,October,41,10,0,0,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,0.0,0,1,Check-Out,2015-10-10
City Hotel,0,44,2017,June,24,17,2,6,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,100.7,0,1,Check-Out,2017-06-25
City Hotel,1,65,2017,January,1,5,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.6,0,0,Canceled,2016-11-07
City Hotel,1,129,2017,June,24,17,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2017-04-27
City Hotel,0,23,2017,May,18,3,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,169.0,0,1,Check-Out,2017-05-06
